entity,label,start_char,end_char,sentence
Crassus,PERSON,54912,54919,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Armenians,NORP,54990,54999,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Hyrodes,PERSON,55027,55034,"Messengers also came from Artavasdes the Armenian, with a message that he was engaged in a heavy struggle since Hyrodes had fallen upon him, and that he could not send Crassus aid; but he advised Crassus above all things to change his route immediately, and, by joining the Armenians, to bring the contest with Hyrodes to a close: but, if he would not do this, he recommended him to advance, and always to avoid encamping in such places as were adapted for the movements of cavalry, and to keep close to the mountainous parts:"
Crassus,PERSON,55256,55263,"to all which Crassus sent no written answer, but, under the influence of passion and perverse disposition, he answered, that he had no leisure at present to deal with the Armenians, but he would come at another time to punish Artavasdes for his treachery."
Armenians,NORP,55414,55423,"to all which Crassus sent no written answer, but, under the influence of passion and perverse disposition, he answered, that he had no leisure at present to deal with the Armenians, but he would come at another time to punish Artavasdes for his treachery."
Artavasdes,PERSON,55469,55479,"to all which Crassus sent no written answer, but, under the influence of passion and perverse disposition, he answered, that he had no leisure at present to deal with the Armenians, but he would come at another time to punish Artavasdes for his treachery."
Cassius,PERSON,55499,55506,"Cassius was again much dissatisfied: but he gave over advising Crassus, who was out of humour with him, though Cassius himself abused the barbarian."
Crassus,PERSON,55562,55569,"Cassius was again much dissatisfied: but he gave over advising Crassus, who was out of humour with him, though Cassius himself abused the barbarian."
Cassius,PERSON,55610,55617,"Cassius was again much dissatisfied: but he gave over advising Crassus, who was out of humour with him, though Cassius himself abused the barbarian."
Crassus,PERSON,55763,55770,"""What evil dæmon,"" he said, ""vilest of men, brought you to us, and by what drugs and witchcraft have you persuaded Crassus to plunge his army into a boundless wilderness and an abyss, and to pursue a path more fit for a nomadic chief of robbers than for a Roman Imperator?"""
Roman,NORP,55904,55909,"""What evil dæmon,"" he said, ""vilest of men, brought you to us, and by what drugs and witchcraft have you persuaded Crassus to plunge his army into a boundless wilderness and an abyss, and to pursue a path more fit for a nomadic chief of robbers than for a Roman Imperator?"""
Campania,GPE,56199,56207,"But the barbarian, who was a cunning follow, with abject servility, prayed him to endure a little longer; and, while running along with the soldiers and giving them his help, he would jeer at them in a laughing mood, and say, ""I suppose you think that you are marching through Campania, and you long for the fountains, and streams, and shades, and baths, and taverns?"
